20:12:17.758810 IP 112.26.0.8.33728 > 112.26.0.1.45881: Flags [S], seq 503274601, win 65535, options [mss 1460,sackOK,TS val 4294819233 ecr 0,nop,wscale 6,mptcp capable csum {0xe03f2f5bd5989db8}], length 0
20:12:17.776672 IP 112.26.0.8.33728 > 112.26.0.1.45881: Flags [S], seq 503274601, win 65535, options [mss 1460,sackOK,TS val 4294819233 ecr 0,nop,wscale 6,mptcp capable csum {0xe03f2f5bd5989db8}], length 0
20:12:17.842757 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [S.], seq 2940828125, ack 503274602, win 65535, options [mss 1460,sackOK,TS val 76724 ecr 4294819233,nop,wscale 6,mptcp capable csum {0x87139cfff9e67aae}], length 0
20:12:18.645894 IP 112.26.0.8.33728 > 112.26.0.1.45881: Flags [S], seq 503274601, win 65535, options [mss 1460,sackOK,TS val 4294820288 ecr 0,nop,wscale 6,mptcp capable csum {0xe03f2f5bd5989db8}], length 0
20:12:18.646748 IP 112.26.0.8.33728 > 112.26.0.1.45881: Flags [S], seq 503274601, win 65535, options [mss 1460,sackOK,TS val 4294820288 ecr 0,nop,wscale 6,mptcp capable csum {0xe03f2f5bd5989db8}], length 0
20:12:18.654230 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [S.], seq 2940828125, ack 503274602, win 65535, options [mss 1460,sackOK,TS val 77594 ecr 4294819233,nop,wscale 6,mptcp capable csum {0x87139cfff9e67aae}], length 0
20:12:18.853617 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], ack 1, win 1339, options [nop,nop,TS val 77799 ecr 4294820485,mptcp add-addr id 3 112.26.1.1,mptcp dss ack 3262968525], length 0
20:13:15.783248 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 404125:405553, ack 1, win 4017, options [nop,nop,TS val 134325 ecr 4294876707,mptcp dss ack 3262968525 seq 1977356029 subseq 404125 len 1428 csum 0x655c], length 1428
20:13:15.793360 IP 112.26.1.1.45881 > 112.26.0.8.39207: Flags [.], seq 68545:69973, ack 1, win 4017, options [nop,nop,TS val 134360 ecr 4294876886,mptcp dss ack 3262968525 seq 1977363169 subseq 68545 len 1428 csum 0x8d11], length 1428
20:13:15.801661 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 493901:495329, ack 1, win 4017, options [nop,nop,TS val 133851 ecr 4294876593,mptcp dss ack 3262968525 seq 1977350317 subseq 493901 len 1428 csum 0xc690], length 1428
20:13:15.803597 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 493901:495329, ack 1, win 4017, options [nop,nop,TS val 133851 ecr 4294876593,mptcp dss ack 3262968525 seq 1977350317 subseq 493901 len 1428 csum 0xc690], length 1428
20:13:15.880897 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 502469:503897, ack 1, win 4017, options [nop,nop,TS val 134547 ecr 4294877087,mptcp dss ack 3262968525 seq 1977364597 subseq 502469 len 1428 csum 0xd875], length 1428
20:13:15.890130 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 405553:406981, ack 1, win 4017, options [nop,nop,TS val 134325 ecr 4294876707,mptcp dss ack 3262968525 seq 1977357457 subseq 405553 len 1428 csum 0x817f], length 1428
20:13:15.894438 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 503897:505325, ack 1, win 4017, options [nop,nop,TS val 134547 ecr 4294877087,mptcp dss ack 3262968525 seq 1977366025 subseq 503897 len 1428 csum 0x86], length 1428
20:13:15.903935 IP 112.26.0.8.37533 > 112.26.3.1.45881: Flags [.], ack 404125, win 24558, options [nop,nop,TS val 4294877222 ecr 134143,mptcp dss ack 1977346033], length 0
20:13:15.918718 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 505325:506753, ack 1, win 4017, options [nop,nop,TS val 134548 ecr 4294877087,mptcp dss ack 3262968525 seq 1977367453 subseq 505325 len 1428 csum 0xb35d], length 1428
20:13:15.982896 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 498185:499613, ack 1, win 4017, options [nop,nop,TS val 134328 ecr 4294876807,mptcp dss ack 3262968525 seq 1977358885 subseq 498185 len 1428 csum 0xa876], length 1428
20:13:15.988123 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 498185:499613, ack 1, win 4017, options [nop,nop,TS val 134328 ecr 4294876807,mptcp dss ack 3262968525 seq 1977358885 subseq 498185 len 1428 csum 0xa876], length 1428
20:13:15.997146 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 406981:408409, ack 1, win 4017, options [nop,nop,TS val 134648 ecr 4294876889,mptcp dss ack 3262968525 seq 1977368881 subseq 406981 len 1428 csum 0x57fa], length 1428
20:13:16.076754 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 499613:501041, ack 1, win 4017, options [nop,nop,TS val 134328 ecr 4294876807,mptcp dss ack 3262968525 seq 1977360313 subseq 499613 len 1428 csum 0x9f5f], length 1428
20:13:16.081543 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 499613:501041, ack 1, win 4017, options [nop,nop,TS val 134328 ecr 4294876807,mptcp dss ack 3262968525 seq 1977360313 subseq 499613 len 1428 csum 0x9f5f], length 1428
20:13:16.085186 IP 112.26.1.1.45881 > 112.26.0.8.39207: Flags [.], seq 69973:71401, ack 1, win 4017, options [nop,nop,TS val 134660 ecr 4294877202,mptcp dss ack 3262968525 seq 1977370309 subseq 69973 len 1428 csum 0x1880], length 1428
20:13:16.106987 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 406981:408409, ack 1, win 4017, options [nop,nop,TS val 134648 ecr 4294876889,mptcp dss ack 3262968525 seq 1977368881 subseq 406981 len 1428 csum 0x57fa], length 1428
20:13:16.175202 IP 112.26.1.1.45881 > 112.26.0.8.39207: Flags [.], seq 71401:72829, ack 1, win 4017, options [nop,nop,TS val 134660 ecr 4294877202,mptcp dss ack 3262968525 seq 1977371737 subseq 71401 len 1428 csum 0xb5a2], length 1428
20:13:16.192191 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 501041:502469, ack 1, win 4017, options [nop,nop,TS val 134328 ecr 4294876807,mptcp dss ack 3262968525 seq 1977361741 subseq 501041 len 1428 csum 0x55fa], length 1428
20:13:16.195318 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 501041:502469, ack 1, win 4017, options [nop,nop,TS val 134328 ecr 4294876807,mptcp dss ack 3262968525 seq 1977361741 subseq 501041 len 1428 csum 0x55fa], length 1428
20:13:16.205900 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 506753:508181, ack 1, win 4017, options [nop,nop,TS val 134848 ecr 4294877318,mptcp dss ack 3262968525 seq 1977373165 subseq 506753 len 1428 csum 0x84fc], length 1428
20:13:16.221996 IP 112.26.0.8.37533 > 112.26.3.1.45881: Flags [.], ack 405553, win 24543, options [nop,nop,TS val 4294877487 ecr 134325,mptcp dss ack 1977350317], length 0
20:13:16.278372 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 508181:509609, ack 1, win 4017, options [nop,nop,TS val 134848 ecr 4294877318,mptcp dss ack 3262968525 seq 1977374593 subseq 508181 len 1428 csum 0x6e23], length 1428
20:13:16.305578 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 408409:409837, ack 1, win 4017, options [nop,nop,TS val 134850 ecr 4294877222,mptcp dss ack 3262968525 seq 1977376021 subseq 408409 len 1428 csum 0x801d], length 1428
20:13:16.309835 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 502469:503897, ack 1, win 4017, options [nop,nop,TS val 134547 ecr 4294877087,mptcp dss ack 3262968525 seq 1977364597 subseq 502469 len 1428 csum 0xd875], length 1428
20:13:16.314690 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 502469:503897, ack 1, win 4017, options [nop,nop,TS val 134547 ecr 4294877087,mptcp dss ack 3262968525 seq 1977364597 subseq 502469 len 1428 csum 0xd875], length 1428
20:13:16.390229 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 409837:411265, ack 1, win 4017, options [nop,nop,TS val 134850 ecr 4294877222,mptcp dss ack 3262968525 seq 1977377449 subseq 409837 len 1428 csum 0x2acd], length 1428
20:13:16.403740 IP 112.26.0.8.37533 > 112.26.3.1.45881: Flags [.], ack 406981, win 24527, options [nop,nop,TS val 4294877596 ecr 134325,mptcp dss ack 1977351745], length 0
20:13:16.409541 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 509609:511037, ack 1, win 4017, options [nop,nop,TS val 134950 ecr 4294877510,mptcp dss ack 3262968525 seq 1977378877 subseq 509609 len 1428 csum 0x372f], length 1428
20:13:16.426218 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 511037:512465, ack 1, win 4017, options [nop,nop,TS val 134950 ecr 4294877510,mptcp dss ack 3262968525 seq 1977380305 subseq 511037 len 1428 csum 0xb582], length 1428
20:13:16.490539 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 506753:508181, ack 1, win 4017, options [nop,nop,TS val 134848 ecr 4294877318,mptcp dss ack 3262968525 seq 1977373165 subseq 506753 len 1428 csum 0x84fc], length 1428
20:13:16.492328 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 506753:508181, ack 1, win 4017, options [nop,nop,TS val 134848 ecr 4294877318,mptcp dss ack 3262968525 seq 1977373165 subseq 506753 len 1428 csum 0x84fc], length 1428
20:13:16.515251 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 512465:513893, ack 1, win 4017, options [nop,nop,TS val 134950 ecr 4294877510,mptcp dss ack 3262968525 seq 1977381733 subseq 512465 len 1428 csum 0xb442], length 1428
20:13:16.528315 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 408409:409837, ack 1, win 4017, options [nop,nop,TS val 134850 ecr 4294877222,mptcp dss ack 3262968525 seq 1977376021 subseq 408409 len 1428 csum 0x801d], length 1428
20:13:16.587828 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 513893:515321, ack 1, win 4017, options [nop,nop,TS val 135168 ecr 4294877691,mptcp dss ack 3262968525 seq 1977383161 subseq 513893 len 1428 csum 0x8907], length 1428
20:13:16.592830 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 508181:509609, ack 1, win 4017, options [nop,nop,TS val 134848 ecr 4294877318,mptcp dss ack 3262968525 seq 1977374593 subseq 508181 len 1428 csum 0x6e23], length 1428
20:13:16.607021 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 508181:509609, ack 1, win 4017, options [nop,nop,TS val 134848 ecr 4294877318,mptcp dss ack 3262968525 seq 1977374593 subseq 508181 len 1428 csum 0x6e23], length 1428
20:13:16.616538 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 411265:412693, ack 1, win 4017, options [nop,nop,TS val 135168 ecr 4294877487,mptcp dss ack 3262968525 seq 1977384589 subseq 411265 len 1428 csum 0x9615], length 1428
20:13:16.678750 IP 112.26.0.8.37533 > 112.26.3.1.45881: Flags [.], ack 408409, win 24527, options [nop,nop,TS val 4294877813 ecr 134648,mptcp dss ack 1977351745], length 0
20:13:16.695371 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 412693:414121, ack 1, win 4017, options [nop,nop,TS val 135351 ecr 4294877596,mptcp dss ack 3262968525 seq 1977386017 subseq 412693 len 1428 csum 0xc019], length 1428
20:13:16.703576 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 409837:411265, ack 1, win 4017, options [nop,nop,TS val 134850 ecr 4294877222,mptcp dss ack 3262968525 seq 1977377449 subseq 409837 len 1428 csum 0x2acd], length 1428
20:13:16.715550 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 509609:511037, ack 1, win 4017, options [nop,nop,TS val 134950 ecr 4294877510,mptcp dss ack 3262968525 seq 1977378877 subseq 509609 len 1428 csum 0x372f], length 1428
20:13:16.723985 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 414121:415549, ack 1, win 4017, options [nop,nop,TS val 135351 ecr 4294877596,mptcp dss ack 3262968525 seq 1977387445 subseq 414121 len 1428 csum 0x78d9], length 1428
20:13:16.781203 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 509609:511037, ack 1, win 4017, options [nop,nop,TS val 134950 ecr 4294877510,mptcp dss ack 3262968525 seq 1977378877 subseq 509609 len 1428 csum 0x372f], length 1428
20:13:16.804097 IP 112.26.1.1.45881 > 112.26.0.8.39207: Flags [.], seq 72829:74257, ack 1, win 4017, options [nop,nop,TS val 135367 ecr 4294877701,mptcp dss ack 3262968525 seq 1977388873 subseq 72829 len 1428 csum 0x62c6], length 1428
20:13:16.885112 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 511037:512465, ack 1, win 4017, options [nop,nop,TS val 134950 ecr 4294877510,mptcp dss ack 3262968525 seq 1977380305 subseq 511037 len 1428 csum 0xb582], length 1428
20:13:16.892614 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 511037:512465, ack 1, win 4017, options [nop,nop,TS val 134950 ecr 4294877510,mptcp dss ack 3262968525 seq 1977380305 subseq 511037 len 1428 csum 0xb582], length 1428
20:13:16.902273 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 515321:516749, ack 1, win 4017, options [nop,nop,TS val 135561 ecr 4294877786,mptcp dss ack 3262968525 seq 1977390301 subseq 515321 len 1428 csum 0xf5d0], length 1428
20:13:16.919008 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 495329:496757, ack 1, win 4017, options [nop,nop,TS val 135561 ecr 4294877900,mptcp dss ack 3262968525 seq 1977351745 subseq 495329 len 1428 csum 0x6d2c], length 1428
20:13:16.980256 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 411265:412693, ack 1, win 4017, options [nop,nop,TS val 135168 ecr 4294877487,mptcp dss ack 3262968525 seq 1977384589 subseq 411265 len 1428 csum 0x9615], length 1428
20:13:16.989643 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 512465:513893, ack 1, win 4017, options [nop,nop,TS val 134950 ecr 4294877510,mptcp dss ack 3262968525 seq 1977381733 subseq 512465 len 1428 csum 0xb442], length 1428
20:13:16.997478 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 415549:416977, ack 1, win 4017, options [nop,nop,TS val 135626 ecr 4294877813,mptcp dss ack 3262968525 seq 1977391729 subseq 415549 len 1428 csum 0xc2eb], length 1428
20:13:17.013002 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 512465:513893, ack 1, win 4017, options [nop,nop,TS val 134950 ecr 4294877510,mptcp dss ack 3262968525 seq 1977381733 subseq 512465 len 1428 csum 0xb442], length 1428
20:13:17.022816 IP 112.26.1.1.45881 > 112.26.0.8.39207: Flags [.], seq 74257:75685, ack 1, win 4017, options [nop,nop,TS val 135745 ecr 4294877995,mptcp dss ack 3262968525 seq 1977393157 subseq 74257 len 1428 csum 0x7f1], length 1428
20:13:17.085016 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 513893:515321, ack 1, win 4017, options [nop,nop,TS val 135168 ecr 4294877691,mptcp dss ack 3262968525 seq 1977383161 subseq 513893 len 1428 csum 0x8907], length 1428
20:13:17.088384 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 513893:515321, ack 1, win 4017, options [nop,nop,TS val 135168 ecr 4294877691,mptcp dss ack 3262968525 seq 1977383161 subseq 513893 len 1428 csum 0x8907], length 1428
20:13:17.100979 IP 112.26.1.1.45881 > 112.26.0.8.39207: Flags [.], seq 75685:77113, ack 1, win 4017, options [nop,nop,TS val 135745 ecr 4294877995,mptcp dss ack 3262968525 seq 1977394585 subseq 75685 len 1428 csum 0xec77], length 1428
20:13:17.112834 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 412693:414121, ack 1, win 4017, options [nop,nop,TS val 135351 ecr 4294877596,mptcp dss ack 3262968525 seq 1977386017 subseq 412693 len 1428 csum 0xc019], length 1428
20:13:17.127457 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 496757:498185, ack 1, win 4017, options [nop,nop,TS val 135769 ecr 4294878018,mptcp dss ack 3262968525 seq 1977353173 subseq 496757 len 1428 csum 0xf484], length 1428
20:13:17.184126 IP 112.26.0.8.37533 > 112.26.3.1.45881: Flags [.], ack 409837, win 24527, options [nop,nop,TS val 4294878234 ecr 134850,mptcp dss ack 1977351745], length 0
20:13:17.198656 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 414121:415549, ack 1, win 4017, options [nop,nop,TS val 135351 ecr 4294877596,mptcp dss ack 3262968525 seq 1977387445 subseq 414121 len 1428 csum 0x78d9], length 1428
20:13:17.212087 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 503897:505325, ack 1, win 4017, options [nop,nop,TS val 135949 ecr 4294878199,mptcp dss ack 3262968525 seq 1977366025 subseq 503897 len 1428 csum 0x86], length 1428
20:13:17.225394 IP 112.26.0.8.37533 > 112.26.3.1.45881: Flags [.], ack 411265, win 24527, options [nop,nop,TS val 4294878407 ecr 134850,mptcp dss ack 1977351745], length 0
20:13:17.285220 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 416977:418405, ack 1, win 4017, options [nop,nop,TS val 136131 ecr 4294878234,mptcp dss ack 3262968525 seq 1977396013 subseq 416977 len 1428 csum 0x74a2], length 1428
20:13:17.307938 IP 112.26.1.1.45881 > 112.26.0.8.39207: Flags [.], seq 77113:78541, ack 1, win 4017, options [nop,nop,TS val 136171 ecr 4294878305,mptcp dss ack 3262968525 seq 1977397441 subseq 77113 len 1428 csum 0x8cbe], length 1428
20:13:17.310563 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 515321:516749, ack 1, win 4017, options [nop,nop,TS val 135561 ecr 4294877786,mptcp dss ack 3262968525 seq 1977390301 subseq 515321 len 1428 csum 0xf5d0], length 1428
20:13:17.321403 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 515321:516749, ack 1, win 4017, options [nop,nop,TS val 135561 ecr 4294877786,mptcp dss ack 3262968525 seq 1977390301 subseq 515321 len 1428 csum 0xf5d0], length 1428
20:13:17.394184 IP 112.26.1.1.45881 > 112.26.0.8.39207: Flags [.], seq 78541:79969, ack 1, win 4017, options [nop,nop,TS val 136171 ecr 4294878305,mptcp dss ack 3262968525 seq 1977398869 subseq 78541 len 1428 csum 0x53b8], length 1428
20:13:17.402041 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 495329:496757, ack 1, win 4017, options [nop,nop,TS val 135561 ecr 4294877900,mptcp dss ack 3262968525 seq 1977351745 subseq 495329 len 1428 csum 0x6d2c], length 1428
20:13:17.410117 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 495329:496757, ack 1, win 4017, options [nop,nop,TS val 135561 ecr 4294877900,mptcp dss ack 3262968525 seq 1977351745 subseq 495329 len 1428 csum 0x6d2c], length 1428
20:13:17.417856 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 418405:419833, ack 1, win 4017, options [nop,nop,TS val 136172 ecr 4294878407,mptcp dss ack 3262968525 seq 1977400297 subseq 418405 len 1428 csum 0xe918], length 1428
20:13:17.496146 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 505325:506753, ack 1, win 4017, options [nop,nop,TS val 136249 ecr 4294878314,mptcp dss ack 3262968525 seq 1977367453 subseq 505325 len 1428 csum 0xb35d], length 1428
20:13:17.501306 IP 112.26.0.8.37533 > 112.26.3.1.45881: Flags [.], ack 412693, win 24527, options [nop,nop,TS val 4294878687 ecr 135168,mptcp dss ack 1977351745], length 0
20:13:17.508392 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 415549:416977, ack 1, win 4017, options [nop,nop,TS val 135626 ecr 4294877813,mptcp dss ack 3262968525 seq 1977391729 subseq 415549 len 1428 csum 0xc2eb], length 1428
20:13:17.512862 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 516749:518177, ack 1, win 4017, options [nop,nop,TS val 136448 ecr 4294878435,mptcp dss ack 3262968525 seq 1977401725 subseq 516749 len 1428 csum 0xfa48], length 1428
20:13:17.595261 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 496757:498185, ack 1, win 4017, options [nop,nop,TS val 135769 ecr 4294878018,mptcp dss ack 3262968525 seq 1977353173 subseq 496757 len 1428 csum 0xf484], length 1428
20:13:17.602905 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 419833:421261, ack 1, win 4017, options [nop,nop,TS val 136448 ecr 4294878687,mptcp dss ack 3262968525 seq 1977403153 subseq 419833 len 1428 csum 0x4bd6], length 1428
20:13:17.607362 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 496757:498185, ack 1, win 4017, options [nop,nop,TS val 135769 ecr 4294878018,mptcp dss ack 3262968525 seq 1977353173 subseq 496757 len 1428 csum 0xf484], length 1428
20:13:17.627444 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 503897:505325, ack 1, win 4017, options [nop,nop,TS val 135949 ecr 4294878199,mptcp dss ack 3262968525 seq 1977366025 subseq 503897 len 1428 csum 0x86], length 1428
20:13:17.630543 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 503897:505325, ack 1, win 4017, options [nop,nop,TS val 135949 ecr 4294878199,mptcp dss ack 3262968525 seq 1977366025 subseq 503897 len 1428 csum 0x86], length 1428
20:13:17.706004 IP 112.26.0.8.37533 > 112.26.3.1.45881: Flags [.], ack 414121, win 24527, options [nop,nop,TS val 4294878819 ecr 135351,mptcp dss ack 1977351745], length 0
20:13:17.707499 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 518177:519605, ack 1, win 4017, options [nop,nop,TS val 136653 ecr 4294878720,mptcp dss ack 3262968525 seq 1977404581 subseq 518177 len 1428 csum 0xd345], length 1428
20:13:17.717215 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 416977:418405, ack 1, win 4017, options [nop,nop,TS val 136131 ecr 4294878234,mptcp dss ack 3262968525 seq 1977396013 subseq 416977 len 1428 csum 0x74a2], length 1428
20:13:17.731856 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 519605:521033, ack 1, win 4017, options [nop,nop,TS val 136653 ecr 4294878720,mptcp dss ack 3262968525 seq 1977406009 subseq 519605 len 1428 csum 0x9376], length 1428
20:13:17.806021 IP 112.26.0.8.37533 > 112.26.3.1.45881: Flags [.], ack 415549, win 24527, options [nop,nop,TS val 4294878905 ecr 135351,mptcp dss ack 1977351745], length 0
20:13:17.811214 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 421261:422689, ack 1, win 4017, options [nop,nop,TS val 136653 ecr 4294878819,mptcp dss ack 3262968525 seq 1977407437 subseq 421261 len 1428 csum 0x24e4], length 1428
20:13:17.827802 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 505325:506753, ack 1, win 4017, options [nop,nop,TS val 136249 ecr 4294878314,mptcp dss ack 3262968525 seq 1977367453 subseq 505325 len 1428 csum 0xb35d], length 1428
20:13:17.829303 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 422689:424117, ack 1, win 4017, options [nop,nop,TS val 136753 ecr 4294878905,mptcp dss ack 3262968525 seq 1977408865 subseq 422689 len 1428 csum 0xf9b5], length 1428
20:13:17.834018 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 505325:506753, ack 1, win 4017, options [nop,nop,TS val 136249 ecr 4294878314,mptcp dss ack 3262968525 seq 1977367453 subseq 505325 len 1428 csum 0xb35d], length 1428
20:13:17.909403 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 516749:518177, ack 1, win 4017, options [nop,nop,TS val 136448 ecr 4294878435,mptcp dss ack 3262968525 seq 1977401725 subseq 516749 len 1428 csum 0xfa48], length 1428
20:13:17.922523 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 424117:425545, ack 1, win 4017, options [nop,nop,TS val 136753 ecr 4294878905,mptcp dss ack 3262968525 seq 1977410293 subseq 424117 len 1428 csum 0xaf03], length 1428
20:13:17.939206 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 516749:518177, ack 1, win 4017, options [nop,nop,TS val 136448 ecr 4294878435,mptcp dss ack 3262968525 seq 1977401725 subseq 516749 len 1428 csum 0xfa48], length 1428
20:13:17.990833 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 521033:522461, ack 1, win 4017, options [nop,nop,TS val 136872 ecr 4294879117,mptcp dss ack 3262968525 seq 1977411721 subseq 521033 len 1428 csum 0x732], length 1428
20:13:17.995659 IP 112.26.0.8.37533 > 112.26.3.1.45881: Flags [.], ack 416977, win 24505, options [nop,nop,TS val 4294879255 ecr 135626,mptcp dss ack 1977353173], length 0
20:13:18.028172 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 518177:519605, ack 1, win 4017, options [nop,nop,TS val 136653 ecr 4294878720,mptcp dss ack 3262968525 seq 1977404581 subseq 518177 len 1428 csum 0xd345], length 1428
20:13:18.034301 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 522461:523889, ack 1, win 4017, options [nop,nop,TS val 136872 ecr 4294879117,mptcp dss ack 3262968525 seq 1977413149 subseq 522461 len 1428 csum 0x4784], length 1428
20:13:18.041830 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 518177:519605, ack 1, win 4017, options [nop,nop,TS val 136653 ecr 4294878720,mptcp dss ack 3262968525 seq 1977404581 subseq 518177 len 1428 csum 0xd345], length 1428
20:13:18.098273 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 523889:525317, ack 1, win 4017, options [nop,nop,TS val 136872 ecr 4294879117,mptcp dss ack 3262968525 seq 1977414577 subseq 523889 len 1428 csum 0xd5ed], length 1428
20:13:18.108047 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 519605:521033, ack 1, win 4017, options [nop,nop,TS val 136653 ecr 4294878720,mptcp dss ack 3262968525 seq 1977406009 subseq 519605 len 1428 csum 0x9376], length 1428
20:13:18.112957 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 519605:521033, ack 1, win 4017, options [nop,nop,TS val 136653 ecr 4294878720,mptcp dss ack 3262968525 seq 1977406009 subseq 519605 len 1428 csum 0x9376], length 1428
20:13:18.123715 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 425545:426973, ack 1, win 4017, options [nop,nop,TS val 136942 ecr 4294879255,mptcp dss ack 3262968525 seq 1977416005 subseq 425545 len 1428 csum 0xd42f], length 1428
20:13:18.222706 IP 112.26.0.8.37533 > 112.26.3.1.45881: Flags [.], ack 418405, win 24409, options [nop,nop,TS val 4294879512 ecr 136131,mptcp dss ack 1977367453], length 0
20:13:18.228172 IP 112.26.1.1.45881 > 112.26.0.8.39207: Flags [.], seq 79969:81397, ack 1, win 4017, options [nop,nop,TS val 137083 ecr 4294879227,mptcp dss ack 3262968525 seq 1977417433 subseq 79969 len 1428 csum 0x8c3d], length 1428
